  Lcl Date, Lcl Time, UTCOfst, AtvWpt,     Latitude,    Longitude,    AltB, BaroA,  AltMSL,   OAT,    IAS, GndSpd,    VSpd,  Pitch,   Roll,  LatAc, NormAc,   HDG,   TRK, volt1, volt2,  amp1,  amp2,  FQtyL,  FQtyR, E1 FFlow, E1 OilT, E1 OilP, E1 RPM, E1 CHT1, E1 CHT2, E1 CHT3, E1 CHT4, E1 EGT1, E1 EGT2, E1 EGT3, E1 EGT4,  AltGPS, TAS, HSIS,    CRS,   NAV1,   NAV2,    COM1,    COM2,   HCDI,   VCDI, WndSpd, WndDr, WptDst, WptBrg, MagVar, AfcsOn, RollM, PitchM, RollC, PichC, VSpdG, GPSfix,  HAL,   VAL, HPLwas, HPLfd, VPLwas
2024-01-21, 10:27:24,  +00:00,   EDTY,   47.3825836,    9.6976728,  1324.3, 30.45,  1347.4,  -0.2,   0.00,   0.00,  -13.39,   2.40,  -0.90,   0.02,  -0.01, 296.0, 294.6,  27.9,  28.0,   2.4,   0.2,  16.26,  20.41,     1.88,  129.11,   56.36,  857.2,  264.33,  264.07,  283.76,  282.69, 1118.61, 1155.42, 1122.72, 1151.45,  1504.5,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,   1.8,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:25,  +00:00,   EDTY,   47.3825836,    9.6976728,  1325.3, 30.45,  1347.5,  -0.2,   0.00,   0.00,   30.33,   2.31,  -0.88,   0.01,  -0.01, 296.0, 294.6,  28.0,  28.0,   2.0,   0.1,  16.35,  20.41,     2.26,  129.08,   60.91, 1148.9,  264.51,  264.28,  284.03,  282.91, 1131.83, 1164.05, 1124.99, 1156.67,  1504.6,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,   2.5,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:26,  +00:00,   EDTY,   47.3825836,    9.6976728,  1324.3, 30.45,  1347.5,  -0.2,   0.00,   0.00,    6.02,   2.34,  -0.90,   0.03,   0.00, 296.0, 294.6,  28.0,  28.0,   1.9,   0.1,  16.41,  20.41,     2.26,  129.06,   60.80, 1203.7,  264.74,  264.51,  284.25,  283.10, 1149.27, 1177.24, 1138.66, 1173.64,  1504.6,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,  -0.8,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:27,  +00:00,   EDTY,   47.3825836,    9.6976728,  1324.3, 30.45,  1347.5,  -0.2,   0.00,   0.00,   -2.29,   2.35,  -0.90,   0.01,  -0.01, 296.0, 294.6,  28.0,  28.0,   1.9,   0.1,  16.44,  20.42,     2.27,  129.05,   60.60, 1194.4,  264.94,  264.68,  284.44,  283.34, 1154.76, 1187.34, 1147.62, 1189.97,  1504.6,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,   3.6,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:28,  +00:00,   EDTY,   47.3825836,    9.6976728,  1325.3, 30.45,  1347.3,  -0.2,   0.00,   0.00,    2.60,   2.33,  -0.86,   0.00,  -0.03, 296.0, 294.6,  28.0,  28.0,   1.8,   0.1,  16.43,  20.41,     2.38,  129.04,   60.55, 1191.0,  265.11,  264.91,  284.68,  283.51, 1160.44, 1195.48, 1154.27, 1202.28,  1504.4,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,   2.3,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:29,  +00:00,   EDTY,   47.3825836,    9.6976728,  1325.3, 30.45,  1347.1,  -0.2,   0.00,   0.00,   15.26,   2.32,  -0.87,   0.02,  -0.01, 296.0, 294.6,  28.0,  28.0,   1.8,   0.0,  16.45,  20.39,     2.28,  129.04,   60.53, 1193.3,  265.33,  265.07,  284.95,  283.73, 1166.57, 1201.95, 1160.60, 1212.64,  1504.2,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,   1.3,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:30,  +00:00,   EDTY,   47.3825836,    9.6976738,  1324.3, 30.45,  1347.1,  -0.2,   0.00,   0.00,    4.11,   2.33,  -0.87,   0.02,   0.01, 296.1, 294.6,  28.0,  28.0,   1.8,   0.1,  16.42,  20.39,     2.31,  129.03,   60.55, 1193.5,  265.53,  265.31,  285.13,  283.90, 1171.27, 1205.91, 1165.91, 1219.54,  1504.1,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,   3.8,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:31,  +00:00,   EDTY,   47.3825836,    9.6976738,  1325.3, 30.45,  1346.8,  -0.2,   0.00,   0.00,    9.64,   2.34,  -0.90,   0.00,   0.04, 296.0, 294.6,  28.0,  28.0,   1.8,   0.1,  16.40,  20.38,     2.27,  129.03,   60.57, 1194.7,  265.75,  265.50,  285.35,  284.13, 1175.74, 1210.12, 1171.28, 1225.59,  1503.9,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,   1.6,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:32,  +00:00,   EDTY,   47.3825836,    9.6976728,  1325.3, 30.45,  1346.6,  -0.2,   0.00,   0.00,    8.92,   2.27,  -0.87,   0.01,  -0.04, 296.0, 294.6,  28.0,  28.0,   1.9,   0.0,  16.41,  20.38,     2.37,  129.03,   60.59, 1197.4,  265.98,  265.72,  285.58,  284.31, 1179.79, 1213.51, 1175.54, 1230.46,  1503.7,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,   1.0,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:33,  +00:00,   EDTY,   47.3825874,    9.6976728,  1324.3, 30.45,  1346.6,  -0.2,   0.00,   0.00,  -12.16,   2.30,  -0.89,   0.01,  -0.01, 296.0, 294.6,  28.0,  28.0,   1.9,   0.0,  16.45,  20.39,     2.31,  129.03,   60.61, 1198.2,  266.17,  265.91,  285.81,  284.56, 1183.63, 1217.00, 1179.86, 1235.76,  1503.7,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,   0.8,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:34,  +00:00,   EDTY,   47.3825874,    9.6976738,  1324.3, 30.45,  1346.8,  -0.2,   0.00,   0.00,   -9.16,   2.31,  -0.88,   0.01,   0.01, 296.0, 294.6,  28.0,  28.0,   1.9,   0.0,  16.47,  20.40,     2.34,  129.03,   60.59, 1199.0,  266.40,  266.12,  286.04,  284.73, 1187.20, 1220.60, 1184.35, 1240.04,  1503.9,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,   1.4,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:35,  +00:00,   EDTY,   47.3825874,    9.6976738,  1324.3, 30.45,  1347.2,  -0.2,   0.00,   0.00,   -7.70,   2.31,  -0.88,   0.01,   0.02, 296.0, 294.6,  28.0,  28.0,   1.8,   0.1,  16.52,  20.41,     2.25,  129.04,   60.64, 1202.9,  266.57,  266.33,  286.28,  284.96, 1188.45, 1223.86, 1187.36, 1243.41,  1504.3,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,   5.7,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:36,  +00:00,   EDTY,   47.3825874,    9.6976738,  1325.3, 30.45,  1347.2,  -0.2,   0.00,   0.00,   13.33,   2.30,  -0.90,   0.02,   0.02, 296.0, 294.6,  28.0,  28.0,   1.9,   0.1,  16.56,  20.42,     2.28,  129.05,   60.72, 1205.0,  266.83,  266.53,  286.48,  285.16, 1187.52, 1225.19, 1188.31, 1244.32,  1504.3,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,  -2.7,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:37,  +00:00,   EDTY,   47.3825874,    9.6976738,  1325.3, 30.45,  1347.6,  -0.2,   0.00,   0.00,   13.43,   2.31,  -0.89,   0.02,   0.04, 296.0, 294.6,  28.0,  28.0,   1.8,   0.1,  16.59,  20.41,     2.31,  129.05,   60.57, 1199.6,  267.01,  266.74,  286.73,  285.38, 1188.47, 1225.87, 1190.01, 1245.94,  1504.7,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,   3.7,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:38,  +00:00,   EDTY,   47.3825874,    9.6976738,  1324.3, 30.45,  1347.7,  -0.2,   0.00,   0.00,   -3.92,   2.30,  -0.93,   0.01,   0.01, 296.0, 294.6,  28.0,  28.0,   1.9,   0.1,  16.58,  20.40,     2.27,  129.05,   60.59, 1199.1,  267.21,  266.90,  286.87,  285.55, 1189.91, 1228.06, 1192.40, 1248.76,  1504.8,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,  -0.4,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:39,  +00:00,   EDTY,   47.3825874,    9.6976748,  1325.3, 30.45,  1348.1,  -0.2,   0.00,   0.00,    0.13,   2.27,  -0.91,   0.02,  -0.00, 296.0, 294.6,  28.0,  28.0,   1.8,   0.1,  16.58,  20.40,     2.29,  129.06,   60.60, 1201.3,  267.39,  267.03,  287.08,  285.70, 1190.52, 1228.46, 1194.39, 1250.84,  1505.2,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,   2.1,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:40,  +00:00,   EDTY,   47.3825874,    9.6976748,  1325.3, 30.45,  1348.7,  -0.2,   0.00,   0.00,    2.49,   2.27,  -0.90,   0.02,  -0.02, 296.0, 294.6,  28.0,  28.0,   1.8,   0.1,  16.53,  20.39,     2.21,  129.06,   60.57, 1201.5,  267.65,  267.32,  287.32,  285.97, 1192.16, 1229.02, 1195.15, 1251.60,  1505.8,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,   6.2,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:41,  +00:00,   EDTY,   47.3825874,    9.6976748,  1324.3, 30.45,  1348.9,  -0.2,   0.00,   0.00,   -4.93,   2.27,  -0.97,   0.00,  -0.02, 296.0, 294.6,  28.0,  28.0,   1.8,   0.1,  16.47,  20.33,     2.26,  129.07,   60.62, 1201.0,  267.81,  267.47,  287.49,  286.14, 1194.25, 1228.29, 1194.88, 1252.30,  1506.0,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,  -0.7,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:42,  +00:00,   EDTY,   47.3825874,    9.6976748,  1324.3, 30.45,  1349.6,  -0.2,   0.00,   0.00,   -6.64,   2.33,  -0.96,   0.01,   0.02, 296.0, 294.6,  28.0,  28.0,   1.8,   0.1,  16.35,  20.25,     2.25,  129.07,   60.63, 1202.3,  268.11,  267.71,  287.76,  286.36, 1193.15, 1227.89, 1193.93, 1252.71,  1506.7,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,   4.8,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:43,  +00:00,   EDTY,   47.3825874,    9.6976757,  1325.3, 30.45,  1349.6,  -0.2,   0.00,   0.00,    3.82,   2.29,  -0.94,   0.02,  -0.02, 296.0, 294.6,  28.0,  28.0,   1.8,   0.0,  16.32,  20.21,     2.20,  129.08,   60.64, 1200.1,  268.23,  267.80,  287.90,  286.48, 1193.44, 1227.17, 1194.51, 1252.08,  1506.7,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,  -1.5,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:44,  +00:00,   EDTY,   47.3825874,    9.6976757,  1324.3, 30.45,  1350.0,  -0.2,   0.00,   0.00,  -13.29,   2.26,  -0.98,   0.01,  -0.00, 296.0, 294.6,  28.0,  28.0,   1.8,   0.1,  16.23,  20.21,     2.21,  129.08,   60.65, 1201.2,  268.29,  267.85,  287.95,  286.54, 1195.27, 1227.15, 1194.66, 1252.32,  1507.1,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,   3.5,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:45,  +00:00,   EDTY,   47.3825874,    9.6976757,  1324.3, 30.45,  1350.0,  -0.2,   0.00,   0.00,  -17.08,   2.31,  -0.93,   0.01,   0.02, 296.0, 294.6,  28.0,  28.0,   2.0,   0.0,  16.18,  20.22,     2.35,  129.10,   60.57, 1199.0,  267.94,  267.53,  287.62,  286.19, 1193.69, 1227.37, 1194.38, 1252.89,  1507.1,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,  -0.9,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:46,  +00:00,   EDTY,   47.3825912,    9.6976757,  1324.3, 30.45,  1350.2,  -0.2,   0.00,   0.00,  -13.62,   2.32,  -0.94,   0.02,   0.01, 296.0, 294.6,  28.0,  28.0,   1.9,   0.1,  16.19,  20.26,     2.29,  129.11,   60.58, 1200.2,  268.00,  267.55,  287.66,  286.26, 1194.73, 1228.62, 1195.49, 1254.74,  1507.2,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,   3.0,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:47,  +00:00,   EDTY,   47.3825912,    9.6976776,  1324.3, 30.45,  1349.9,  -0.2,   0.00,   0.00,    0.75,   2.29,  -0.93,   0.01,  -0.00, 296.0, 294.6,  28.0,  28.0,   1.9,   0.1,  16.19,  20.26,     2.21,  129.12,   60.65, 1203.1,  268.21,  267.72,  287.86,  286.43, 1196.01, 1230.74, 1197.08, 1257.75,  1507.0,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,   1.3,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:48,  +00:00,   EDTY,   47.3825912,    9.6976776,  1325.3, 30.45,  1349.8,  -0.2,   0.00,   0.00,   13.15,   2.27,  -0.96,   0.01,  -0.02, 296.0, 294.6,  28.0,  28.0,   1.8,   0.1,  16.20,  20.26,     2.25,  129.12,   60.74, 1208.4,  268.40,  267.93,  288.11,  286.61, 1196.88, 1233.64, 1199.86, 1260.52,  1506.9,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,   1.7,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:49,  +00:00,   EDTY,   47.3825912,    9.6976776,  1325.3, 30.45,  1349.7,  -0.2,   0.00,   0.00,   11.58,   2.30,  -0.91,   0.02,   0.01, 296.1, 294.6,  28.0,  28.0,   1.8,   0.0,  16.23,  20.26,     2.15,  129.12,   60.72, 1210.2,  268.62,  268.11,  288.29,  286.81, 1199.95, 1235.43, 1201.83, 1261.88,  1506.8,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,   0.6,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:50,  +00:00,   EDTY,   47.3825912,    9.6976786,  1324.3, 30.45,  1349.6,  -0.2,   0.00,   0.00,    4.79,   2.27,  -0.91,   0.03,  -0.02, 296.1, 294.6,  27.9,  28.0,   1.9,   0.0,  16.23,  20.27,     2.25,  129.13,   60.74, 1211.7,  268.83,  268.28,  288.48,  287.01, 1199.62, 1236.72, 1202.47, 1263.32,  1506.7,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,   1.0,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:51,  +00:00,   EDTY,   47.3825912,    9.6976776,  1324.3, 30.45,  1349.6,  -0.2,   0.00,   0.00,  -11.43,   2.33,  -0.94,   0.01,   0.02, 296.0, 294.6,  27.9,  27.9,   1.7,   0.0,  16.20,  20.27,     2.20,  129.17,   60.64, 1208.0,  269.07,  268.49,  288.72,  287.16, 1197.01, 1237.67, 1203.79, 1265.68,  1506.7,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,   4.4,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:52,  +00:00,   EDTY,   47.3825912,    9.6976767,  1325.3, 30.45,  1349.4,  -0.2,   0.00,   0.00,    6.35,   2.26,  -0.89,   0.02,  -0.02, 296.1, 294.6,  27.9,  27.9,   1.9,   0.1,  16.24,  20.26,     2.23,  129.21,   60.70, 1209.6,  269.26,  268.65,  288.89,  287.36, 1196.36, 1237.11, 1203.67, 1267.86,  1506.4,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,  -1.5,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:53,  +00:00,   EDTY,   47.3825912,    9.6976757,  1325.3, 30.45,  1349.3,  -0.2,   0.00,   0.00,   13.33,   2.29,  -0.93,   0.01,   0.00, 296.0, 294.6,  27.8,  27.9,   1.9,   0.1,  16.30,  20.26,     2.29,  129.23,   60.62, 1209.8,  269.47,  268.81,  289.17,  287.57, 1199.01, 1237.37, 1202.90, 1268.85,  1506.3,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,   0.1,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:54,  +00:00,   EDTY,   47.3825951,    9.6976748,  1326.3, 30.45,  1349.2,  -0.2,   0.00,   0.00,   16.76,   2.27,  -0.93,   0.02,  -0.02, 296.0, 294.6,  27.9,  27.9,   1.9,   0.1,  16.28,  20.25,     2.21,  129.25,   60.73, 1208.7,  269.69,  268.96,  289.39,  287.76, 1200.29, 1239.03, 1203.73, 1269.70,  1506.3,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,   0.5,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:55,  +00:00,   EDTY,   47.3825951,    9.6976748,  1325.3, 30.45,  1349.2,  -0.2,   0.00,   0.00,    7.09,   2.30,  -0.92,   0.02,   0.04, 296.0, 294.6,  27.9,  27.9,   1.9,   0.0,  16.29,  20.23,     2.20,  129.26,   60.67, 1209.1,  269.89,  269.17,  289.58,  287.93, 1202.91, 1240.18, 1204.53, 1270.43,  1506.3,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,   0.5,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:56,  +00:00,   EDTY,   47.3825951,    9.6976738,  1325.3, 30.45,  1349.1,  -0.2,   0.00,   0.00,    7.54,   2.24,  -0.94,   0.02,  -0.01, 296.0, 294.6,  27.9,  27.9,   1.9,   0.1,  16.32,  20.24,     2.22,  129.27,   60.64, 1207.7,  270.10,  269.31,  289.75,  288.10, 1204.79, 1240.89, 1205.19, 1271.33,  1506.2,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,  -2.3,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:57,  +00:00,   EDTY,   47.3825951,    9.6976728,  1325.3, 30.45,  1349.4,  -0.2,   0.00,   0.00,   -2.56,   2.26,  -0.92,   0.01,   0.03, 296.0, 294.6,  27.9,  27.9,   1.9,   0.0,  16.33,  20.25,     2.24,  129.28,   60.74, 1208.4,  270.24,  269.40,  289.87,  288.21, 1204.54, 1240.47, 1205.55, 1271.57,  1506.5,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,   1.9,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:58,  +00:00,   EDTY,   47.3825951,    9.6976719,  1325.3, 30.45,  1349.7,  -0.2,   0.00,   0.00,   -9.89,   2.27,  -0.92,   0.01,  -0.02, 296.0, 294.6,  27.9,  27.9,   1.8,   0.0,  16.39,  20.27,     2.23,  129.28,   60.66, 1207.7,  270.55,  269.67,  290.19,  288.46, 1205.19, 1240.37, 1206.70, 1271.20,  1506.7,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,  -1.4,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:27:59,  +00:00,   EDTY,   47.3825951,    9.6976719,  1325.3, 30.45,  1349.6,  -0.2,   0.00,   0.00,   -0.55,   2.41,  -0.89,   0.01,  -0.01, 295.9, 294.6,  27.9,  27.9,   1.8,   0.0,  16.41,  20.27,     2.23,  129.28,   60.68, 1207.5,  270.76,  269.80,  290.45,  288.67, 1205.60, 1239.53, 1206.59, 1270.92,  1506.7,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,  -1.4,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:28:00,  +00:00,   EDTY,   47.3825951,    9.6976709,  1325.3, 30.45,  1350.3,  -0.2,   0.00,   0.00,   -0.63,   2.57,  -0.59,   0.01,  -0.04, 296.1, 294.6,  27.9,  27.9,   1.8,   0.0,  16.42,  20.28,     2.35,  129.29,   60.72, 1208.6,  270.92,  269.94,  290.57,  288.79, 1206.87, 1238.91, 1206.61, 1270.47,  1507.4,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,   3.1,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:28:01,  +00:00,   EDTY,   47.3825989,    9.6976604,  1325.3, 30.45,  1351.5,  -0.2,   0.00,   0.97,    3.23,   2.49,  -0.86,   0.04,   0.00, 296.3, 294.6,  27.9,  27.9,   1.8,   0.0,  16.07,  20.09,     2.21,  129.30,   60.76, 1209.9,  271.08,  270.06,  290.77,  288.89, 1208.25, 1239.55, 1206.90, 1271.08,  1508.5,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,   4.3,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:28:02,  +00:00,   EDTY,   47.3825989,    9.6976500,  1325.3, 30.45,  1351.9,  -0.2,   0.00,   1.50,    0.25,   2.29,  -0.99,   0.03,  -0.03, 296.8, 295.4,  27.9,  27.9,   1.7,   0.0,  15.87,  20.03,     2.27,  129.31,   60.79, 1210.0,  271.34,  270.29,  290.98,  289.12, 1208.21, 1239.99, 1206.21, 1270.01,  1509.0,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,  -0.3,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:28:03,  +00:00,   EDTY,   47.3826027,    9.6976423,  1324.3, 30.45,  1351.9,  -0.2,   0.00,   1.50,  -14.74,   2.11,  -0.97,   0.03,   0.02, 297.0, 295.4,  27.9,  27.8,   1.8,   0.0,  15.83,  20.00,     2.27,  129.33,   60.71, 1209.7,  271.47,  270.32,  291.09,  289.23, 1208.14, 1240.48, 1207.17, 1270.38,  1509.0,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,  -0.3,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:28:04,  +00:00,   EDTY,   47.3826065,    9.6976337,  1325.3, 30.45,  1351.9,  -0.2,   0.00,   1.50,   -1.32,   2.19,  -0.66,  -0.01,   0.05, 296.4, 295.4,  27.9,  27.9,   1.8,   0.1,  15.65,  20.11,     2.20,  129.34,   60.58, 1210.1,  271.63,  270.45,  291.28,  289.34, 1208.06, 1241.34, 1209.00, 1271.64,  1508.9,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.014,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,  -0.2,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:28:05,  +00:00,   EDTY,   47.3826103,    9.6976242,  1325.3, 30.45,  1351.9,  -0.2,   0.00,   1.50,   10.41,   1.49,  -0.66,   0.00,   0.04, 294.5, 295.4,  27.9,  27.8,   1.9,   0.1,  15.67,  20.07,     2.32,  129.35,   60.74, 1215.1,  271.90,  270.68,  291.50,  289.59, 1209.27, 1241.71, 1211.04, 1273.58,  1508.9,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.015,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,  -0.2,     3D, 3704,      ,       ,      ,       
2024-01-21, 10:28:06,  +00:00,   EDTY,   47.3826141,    9.6976156,  1325.3, 30.45,  1351.9,  -0.2,   0.00,   1.50,    0.71,   0.62,  -0.14,   0.01,   0.04, 291.6, 295.4,  27.8,  27.8,   1.9,   0.0,  16.14,  19.91,     2.32,  129.36,   60.68, 1212.7,  272.14,  270.86,  291.77,  289.79, 1213.18, 1244.73, 1213.61, 1277.72,  1508.9,   0,  GPS,  358.2, 111.10, 112.60, 121.205, 118.855,  0.015,       ,       ,      ,  104.3,   -1.7,    3.6,       ,      ,       ,      ,      ,  -0.1,     3D, 3704,      ,       ,      ,       
